quarter,quarter_end,complex_nm,complex_type,industry,production,employment,op_rate_official,op_rate_approx,firms_in,firms_op,production_yoy,employment_yoy,production_yoy_valid,employment_yoy_valid,quadrant_yoy_valid,review_required,classification_break,production_source,employment_source,op_rate_source,firms_in_source,firms_op_source,production_is_revised,employment_is_revised,op_rate_is_revised,firms_in_is_revised,firms_op_is_revised,production_masked,employment_masked,op_rate_masked,firms_in_masked,firms_op_masked,production_invalid_source,employment_invalid_source,op_rate_invalid_source,firms_in_invalid_source,firms_op_invalid_source,production_note,employment_note,op_rate_note,firms_in_note,firms_op_note
2021Q2,2021-06-30,창원,국가,섬유의복,0.75,44.0,,25.0,11.0,11.0,,,False,False,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,운송장비,26004.347619,16070.0,,85.666171,241.0,239.0,-7.378730520729448,-9.434174932371509,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,음식료,1191.9816667,789.0,,92.81679666,9.0,5.0,67.17835437587658,7.493188010899177,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,전기전자,25849.345404,24671.0,,77.94209021,563.0,539.0,10.746520731759567,-3.140826822661069,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q2,2021-06-30,창원,국가,철강,15842.77,9387.0,,80.52590019,78.0,75.0,27.18986833654464,76.38105975197294,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,기계,41697.10204,64112.0,,73.0787431,1521.0,1458.0,20.896207712380388,-9.35286382852376,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,기타,152.16333334,200.0,,67.61230469,27.0,26.0,130.55050506060607,48.14814814814814,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,목재종이,126.64666667,261.0,,86.37647348,43.0,39.0,101.02645503174602,12.987012987012992,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,비금속,120.83500000000001,267.0,,29.05055027,5.0,5.0,51.04375000000001,2.298850574712641,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,석유화학,541.4266666999999,509.0,,85.04802719,41.0,38.0,35.01911887780547,-3.2319391634980987,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,섬유의복,0.75,44.0,,25.0,12.0,11.0,,780.0000000000001,False,True,False,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,운송장비,26161.816888,15747.0,,85.10614585,241.0,239.0,-10.983950704321188,-11.528737569526381,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,음식료,1134.7550001,728.0,,89.49508612,9.0,6.0,49.30986843421052,12.00000000000001,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,전기전자,26665.911161,24641.0,,83.36709297,568.0,542.0,6.620996245501809,-3.1445304822923625,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q3,2021-09-30,창원,국가,철강,16108.686667,9436.0,,73.5071671,78.0,75.0,23.46659513298077,76.60490361220289,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,기계,47110.82155,63534.0,,84.31408647,1510.0,1461.0,18.5684986031762,-3.201036032604554,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,기타,159.39000001,196.0,,82.74701309,25.0,24.0,-13.374999994565218,-15.517241379310342,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,목재종이,137.88,267.0,,86.21139626,43.0,39.0,8.56692913385826,-4.642857142857137,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,비금속,126.025,266.0,,47.72766847,5.0,5.0,-6.648148148148147,-2.2058823529411797,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,석유화학,620.8466667,508.0,,91.82943868,41.0,40.0,45.39734583138173,6.498951781970641,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,섬유의복,1.5,39.0,,50.0,12.0,11.0,,-11.363636363636365,False,True,False,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,운송장비,27174.136159,15652.0,,86.59720197,243.0,242.0,1.9437881114946043,-2.2544182851433225,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,음식료,1188.6050000999999,790.0,,96.13459032,9.0,6.0,15.174903110465099,3.267973856209161,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,전기전자,28240.524192,25019.0,,82.36508047,571.0,543.0,20.593236792211123,0.7125030190805903,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2021Q4,2021-12-31,창원,국가,철강,18098.580001,9443.0,,83.3513943,79.0,75.0,23.62418033469944,-0.5057422821620472,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,기계,45395.66533,62805.0,,77.73051687,1511.0,1455.0,14.944670997758426,-3.6718354575990375,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,기타,161.92000001,195.0,,77.52522324,25.0,24.0,-11.160152281717316,-1.5151515151515138,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,목재종이,135.06666666,267.0,,86.50453956,43.0,40.0,10.391674306608278,2.298850574712641,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,비금속,115.695,263.0,,52.93643946,5.0,5.0,10.909265206346163,-3.663003663003661,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,석유화학,517.0966667,508.0,,72.51020746,39.0,38.0,23.22778977954787,4.098360655737698,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,섬유의복,1.5,39.0,,50.0,10.0,9.0,100.0,-11.363636363636365,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,운송장비,26878.613143000002,15500.0,,90.57298391,244.0,240.0,4.797502469899695,-1.7370356282490174,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,음식료,1158.8600000000001,733.0,,95.90321823,9.0,6.0,3.9010176177881606,1.9471488178025131,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,전기전자,31403.87944,27459.0,,87.793593,567.0,538.0,25.655306065332706,11.377464103188117,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q1,2022-03-31,창원,국가,철강,18189.790001,9525.0,,85.41205661,79.0,75.0,32.270527263022885,1.286686516376001,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,기계,46598.71267,62203.0,,80.90615908,1522.0,1457.0,7.70877717312255,-3.9009393152885874,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,기타,130.69000001,194.0,,78.53378616,25.0,24.0,-20.411270345897215,-1.5228426395939132,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,목재종이,134.97,267.0,,88.38133069,43.0,40.0,14.229695034439317,1.1363636363636465,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,비금속,137.225,259.0,,41.9707846,5.0,5.0,5.278299896428695,-2.9962546816479363,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,석유화학,683.0533334,516.0,,81.79766405,40.0,39.0,33.09172156190328,2.9940119760478945,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,섬유의복,2.4000000000000004,39.0,,80.0,9.0,8.0,220.00000000000006,-11.363636363636365,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,운송장비,27717.628937,15657.0,,90.06301838,243.0,240.0,6.588441837118797,-2.570006222775356,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,음식료,1246.4099999999999,797.0,,95.86259542,9.0,6.0,4.56620557350389,1.0139416983523386,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,전기전자,30777.93363,27441.0,,76.10766722,571.0,545.0,19.06658814361053,11.227757285882213,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q2,2022-06-30,창원,국가,철강,20095.32,9475.0,,81.38437066,79.0,75.0,26.842212567625488,0.9374667092787892,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,기계,45784.71976,61680.0,,76.31102524,1512.0,1444.0,9.803121847841489,-3.7933616171699547,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,기타,132.36000001,194.0,,78.92982355,24.0,23.0,-13.014523864136596,-3.0000000000000027,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,목재종이,137.53666666,267.0,,88.20415879,45.0,39.0,8.598726106527387,2.298850574712641,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,비금속,161.555,257.0,,47.36730022,5.0,5.0,33.69884553316507,-3.745318352059923,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,석유화학,657.2433333,521.0,,71.51071089,43.0,39.0,21.39101631360414,2.357563850687616,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,섬유의복,2.97,39.0,,100.0,9.0,8.0,296.00000000000006,-11.363636363636365,True,True,True,True,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,운송장비,28600.85946,15628.0,,92.01615978,246.0,243.0,9.322909729250295,-0.7556994983171417,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,음식료,1292.0900000000001,770.0,,87.81845754,9.0,6.0,13.865107436066392,5.769230769230771,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,전기전자,30343.699500000002,26880.0,,80.67564574,570.0,542.0,13.792097021529571,9.08648187979384,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q3,2022-09-30,창원,국가,철강,17584.4,9443.0,,69.31380158,80.0,75.0,9.160978567067946,0.07418397626113293,True,True,True,False,0,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,data_portal_monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,월별 3개월 합,월별: 분기말 값,월별 단순평균(근사),월별: 분기말 값,월별: 분기말 값
2022Q4,2022-12-31,창원,국가,기계,43131.31384666667,60589.0,,77.9403692296882,1521.0,1455.0,-8.447120157116705,-4.635313375515471,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,기타,97.7825,158.0,,83.29490718526534,24.0,23.0,-38.65204843850605,-19.387755102040817,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,목재종이,69.14124999999999,263.0,,76.02979319150306,45.0,40.0,-49.854039744705545,-1.4981273408239737,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,비금속,144.14499999999998,257.0,,50.84295421136765,5.0,5.0,14.37809958341596,-3.383458646616544,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,석유화학,885.7425,564.0,,85.51131730419269,44.0,40.0,42.66686889180007,11.023622047244096,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,섬유의복,11.9725,64.0,,100.0,9.0,8.0,698.1666666666666,64.1025641025641,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,운송장비,38041.10960633333,16045.0,,93.3321226539203,247.0,242.0,39.99013394114541,2.5108612317914725,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,음식료,1584.72,924.0,,92.08697562524418,8.0,5.0,33.32604186139838,16.962025316455698,True,True,True,True,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,전기전자,26050.990760750003,24311.0,,79.32264643075656,570.0,545.0,-7.7531614369617525,-2.8298493145209602,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2022Q4,2022-12-31,창원,국가,철강,15341.4745,9158.0,,81.01602545241803,79.0,74.0,-15.233822216149884,-3.0181086519114664,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
2023Q1,2023-03-31,창원,국가,기계,43783.11930276925,56683.0,,75.82136824877699,1525.0,1455.0,-3.5522026508665205,-9.747631557996971,True,True,True,False,0,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,kicox_annual_revision,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,보정본: 월별 3개월 합,보정본: 월별: 분기말 값,보정본: 월별 단순평균(근사),보정본: 월별: 분기말 값,보정본: 월별: 분기말 값
