quarter,ym,kicox_industry,month_completeness,power_usage_kwh,cust_cnt,cntr_pwr_kw,n_biz_types,evidence_level,biz_types,kicox_mapped,power_usage_kwh_B,power_usage_per_customer,power_usage_per_contract_power,month_completeness_lag12,power_usage_kwh_lag12,cust_cnt_lag12,cntr_pwr_kw_lag12,total_power_usage_yoy,customer_count_yoy,contract_power_yoy
2023Q1,2023-03,음식료,COMPLETE,13157950,573,84191,2,B,식료품제조|음료품제조,True,13157950.0,22963.26352530541,156.28689527384162,COMPLETE,13814574.0,579.0,82556.0,-4.753125213995013,-1.0362694300518172,1.980473860167642
2023Q2,2023-04,음식료,COMPLETE,13259988,571,84245,2,B,식료품제조|음료품제조,True,13259988.0,23222.395796847635,157.3979227253843,COMPLETE,13531596.0,579.0,82598.0,-2.0072133398011616,-1.3816925734024155,1.9939950119857608
2023Q2,2023-05,음식료,COMPLETE,14014586,570,84228,2,B,식료품제조|음료품제조,True,14014586.0,24586.99298245614,166.3886830982571,COMPLETE,13640233.0,579.0,82572.0,2.744476578955801,-1.5544041450777257,2.005522453131814
2023Q2,2023-06,음식료,COMPLETE,14869553,569,84188,2,B,식료품제조|음료품제조,True,14869553.0,26132.78207381371,176.6231885779446,COMPLETE,14528219.0,582.0,82811.0,2.349455222281538,-2.2336769759450203,1.6628225718805512
2023Q3,2023-07,음식료,COMPLETE,15068941,569,84224,2,B,식료품제조|음료품제조,True,15068941.0,26483.200351493848,178.91504796732522,COMPLETE,15366235.0,580.0,82782.0,-1.9347224612925706,-1.8965517241379293,1.7419245729747956
2023Q3,2023-08,음식료,COMPLETE,13859235,569,84184,2,B,식료품제조|음료품제조,True,13859235.0,24357.17926186292,164.63027416136083,COMPLETE,15169022.0,581.0,82741.0,-8.634617314155124,-2.065404475043031,1.7439963258843783
2023Q3,2023-09,음식료,COMPLETE,15374286,570,86239,2,B,식료품제조|음료품제조,True,15374286.0,26972.43157894737,178.275327867902,COMPLETE,13197089.0,579.0,82804.0,16.497554877443044,-1.5544041450777257,4.148350321240524
2023Q4,2023-10,음식료,COMPLETE,14239050,571,86559,2,B,식료품제조|음료품제조,True,14239050.0,24937.040280210156,164.5010917408935,COMPLETE,13871437.0,578.0,82794.0,2.650143600839616,-1.211072664359858,4.547430973258937
2023Q4,2023-11,음식료,COMPLETE,14154580,572,86594,2,B,식료품제조|음료품제조,True,14154580.0,24745.76923076923,163.4591311176294,COMPLETE,13336176.0,573.0,82737.0,6.13672165094401,-0.17452006980802626,4.661759551349465
2023Q4,2023-12,음식료,COMPLETE,13876567,568,86476,2,B,식료품제조|음료품제조,True,13876567.0,24430.575704225354,160.4672625930894,COMPLETE,13966147.0,572.0,82495.0,-0.641408113490427,-0.6993006993006978,4.825747014970605
2024Q1,2024-01,음식료,COMPLETE,14753047,567,86486,2,B,식료품제조|음료품제조,True,14753047.0,26019.483245149913,170.58306546724324,COMPLETE,12782858.0,576.0,84023.0,15.412742596373995,-1.5625,2.93134022827084
2024Q1,2024-02,음식료,COMPLETE,13120940,566,86448,2,B,식료품제조|음료품제조,True,13120940.0,23181.872791519436,151.77841014251342,COMPLETE,12783523.0,576.0,84141.0,2.6394680089361966,-1.736111111111116,2.7418262202731025
2024Q1,2024-03,음식료,COMPLETE,14175743,567,86766,2,B,식료품제조|음료품제조,True,14175743.0,25001.31040564374,163.37900790632276,COMPLETE,13157950.0,573.0,84191.0,7.7351943121838795,-1.0471204188481686,3.058521694717964
2024Q2,2024-04,음식료,COMPLETE,14187101,567,86776,2,B,식료품제조|음료품제조,True,14187101.0,25021.342151675486,163.4910689591592,COMPLETE,13259988.0,571.0,84245.0,6.991808740701733,-0.7005253940455369,3.0043326013413196
2024Q2,2024-05,음식료,COMPLETE,15238304,565,86762,2,B,식료품제조|음료품제조,True,15238304.0,26970.449557522123,175.63338788870703,COMPLETE,14014586.0,570.0,84228.0,8.731745625593224,-0.8771929824561431,3.0085007360972638
2024Q2,2024-06,음식료,COMPLETE,15817376,564,86698,2,B,식료품제조|음료품제조,True,15817376.0,28044.992907801417,182.44222473413458,COMPLETE,14869553.0,569.0,84188.0,6.374253482939274,-0.8787346221441172,2.9814225305269115
2024Q3,2024-07,음식료,COMPLETE,17256920,563,86688,2,B,식료품제조|음료품제조,True,17256920.0,30651.722912966252,199.06930601698045,COMPLETE,15068941.0,569.0,84224.0,14.519792731287495,-1.0544815465729385,2.92553191489362
2024Q3,2024-08,음식료,COMPLETE,17266173,563,86709,2,B,식료품제조|음료품제조,True,17266173.0,30668.15808170515,199.12780680206208,COMPLETE,13859235.0,569.0,84184.0,24.582439074018158,-1.0544815465729385,2.9993823054262014
2024Q3,2024-09,음식료,COMPLETE,15768718,562,86700,2,B,식료품제조|음료품제조,True,15768718.0,28058.217081850533,181.87679354094578,COMPLETE,15374286.0,570.0,86239.0,2.565530522848336,-1.403508771929829,0.534560929509853
2024Q4,2024-10,음식료,COMPLETE,15672061,564,86766,2,B,식료품제조|음료품제조,True,15672061.0,27787.34219858156,180.62444966922527,COMPLETE,14239050.0,571.0,86559.0,10.063950895600481,-1.2259194395796813,0.2391432433369145
2024Q4,2024-11,음식료,COMPLETE,14307440,564,86881,2,B,식료품제조|음료품제조,True,14307440.0,25367.801418439718,164.67858334963915,COMPLETE,14154580.0,572.0,86594.0,1.079933138249256,-1.3986013986013957,0.3314317389195631
2024Q4,2024-12,음식료,COMPLETE,14015216,565,86643,2,B,식료품제조|음료품제조,True,14015216.0,24805.69203539823,161.75820320164354,COMPLETE,13876567.0,568.0,86476.0,0.9991592300891083,-0.5281690140845119,0.19311716545631352
2025Q1,2025-01,음식료,COMPLETE,14132876,567,87048,2,B,식료품제조|음료품제조,True,14132876.0,24925.707231040564,162.35727414759674,COMPLETE,14753047.0,567.0,86486.0,-4.203680771843265,0.0,0.6498161552158654
2025Q1,2025-02,음식료,COMPLETE,13867665,569,87378,2,B,식료품제조|음료품제조,True,13867665.0,24371.994727592268,158.70888553182724,COMPLETE,13120940.0,566.0,86448.0,5.691093778342093,0.5300353356890497,1.075791227096068
2025Q1,2025-03,음식료,COMPLETE,14104194,567,86688,2,B,식료품제조|음료품제조,True,14104194.0,24875.12169312169,162.70065060908084,COMPLETE,14175743.0,567.0,86766.0,-0.5047283941307379,0.0,-0.08989696424867022
2025Q2,2025-04,음식료,COMPLETE,14512097,568,86856,2,B,식료품제조|음료품제조,True,14512097.0,25549.466549295776,167.08226259556048,COMPLETE,14187101.0,567.0,86776.0,2.290785129393247,0.17636684303350414,0.09219138932423654
2025Q2,2025-05,음식료,COMPLETE,14860342,570,86904,2,B,식료품제조|음료품제조,True,14860342.0,26070.77543859649,170.9972153180521,COMPLETE,15238304.0,565.0,86762.0,-2.4803416443194726,0.8849557522123908,0.16366612111293755
2025Q2,2025-06,음식료,COMPLETE,15687424,569,86748,2,B,식료품제조|음료품제조,True,15687424.0,27570.165202108965,180.8390279891179,COMPLETE,15817376.0,564.0,86698.0,-0.8215774854185676,0.8865248226950451,0.057671457242380875
2025Q3,2025-07,음식료,COMPLETE,15228290,565,86705,2,B,식료품제조|음료품제조,True,15228290.0,26952.725663716814,175.6333544778271,COMPLETE,17256920.0,563.0,86688.0,-11.75545810028673,0.3552397868561208,0.019610557401250617
2025Q3,2025-08,음식료,COMPLETE,13496167,564,86437,2,B,식료품제조|음료품제조,True,13496167.0,23929.374113475176,156.13877159086965,COMPLETE,17266173.0,563.0,86709.0,-21.83463585126826,0.1776198934280604,-0.31369292691646455
2025Q3,2025-09,음식료,COMPLETE,17796226,565,86566,2,B,식료품제조|음료품제조,True,17796226.0,31497.745132743363,205.57985814291985,COMPLETE,15768718.0,562.0,86700.0,12.857785902443041,0.5338078291814874,-0.15455594002307116
2025Q4,2025-10,음식료,COMPLETE,14079491,566,86650,2,B,식료품제조|음료품제조,True,14079491.0,24875.425795053005,162.48691286785922,COMPLETE,15672061.0,564.0,86766.0,-10.16184150891194,0.35460992907800915,-0.1336929211903315
2025Q4,2025-11,음식료,COMPLETE,14224010,562,86471,2,B,식료품제조|음료품제조,True,14224010.0,25309.626334519573,164.49457043401833,COMPLETE,14307440.0,564.0,86881.0,-0.5831231862583386,-0.35460992907800915,-0.47190985370794136
2025Q4,2025-12,음식료,COMPLETE,14679476,560,86465,2,B,식료품제조|음료품제조,True,14679476.0,26213.35,169.7736193835656,COMPLETE,14015216.0,565.0,86643.0,4.73956305775094,-0.8849557522123908,-0.20544071650335782
2026Q1,2026-01,음식료,COMPLETE,15597342,559,86435,2,B,식료품제조|음료품제조,True,15597342.0,27902.22182468694,180.4516920229074,COMPLETE,14132876.0,567.0,87048.0,10.362123038509651,-1.4109347442680775,-0.704209171951109
2026Q1,2026-02,음식료,COMPLETE,13330038,558,86384,2,B,식료품제조|음료품제조,True,13330038.0,23888.956989247312,154.3114234117429,COMPLETE,13867665.0,569.0,87378.0,-3.8768386747156103,-1.9332161687170446,-1.1375861200759951
2026Q1,2026-03,음식료,COMPLETE,14708674,556,86337,2,B,식료품제조|음료품제조,True,14708674.0,26454.44964028777,170.3635057970511,COMPLETE,14104194.0,567.0,86688.0,4.285817395875302,-1.9400352733686121,-0.4049003322259104
2026Q2,2026-04,음식료,COMPLETE,14279971,554,87269,2,B,식료품제조|음료품제조,True,14279971.0,25776.12093862816,163.6316561436478,COMPLETE,14512097.0,568.0,86856.0,-1.5995345124829252,-2.464788732394363,0.4754996776273446
2026Q2,2026-05,음식료,COMPLETE,14999921,551,87256,2,B,식료품제조|음료품제조,True,14999921.0,27223.08711433757,171.90704364169798,COMPLETE,14860342.0,570.0,86904.0,0.9392717879574963,-3.3333333333333326,0.405044646966779
2026Q2,2026-06,음식료,COMPLETE,15419625,552,87281,2,B,식료품제조|음료품제조,True,15419625.0,27934.103260869564,176.66645661713318,COMPLETE,15687424.0,569.0,86748.0,-1.7070935291861766,-2.987697715289983,0.6144233872827032
2021Q1,2021-01,전기전자,SOURCE_DEGENERATE,1998,1,10,1,B,전기 기기,True,1998.0,1998.0,199.8,,,,,,,
2021Q1,2021-02,전기전자,SOURCE_DEGENERATE,1620,1,10,1,B,전기 기기,True,1620.0,1620.0,162.0,,,,,,,
2021Q1,2021-03,전기전자,SOURCE_DEGENERATE,1710,1,10,1,B,전기 기기,True,1710.0,1710.0,171.0,,,,,,,
2021Q2,2021-04,전기전자,SOURCE_DEGENERATE,1530,1,10,1,B,전기 기기,True,1530.0,1530.0,153.0,,,,,,,
2021Q2,2021-05,전기전자,SOURCE_DEGENERATE,1530,1,10,1,B,전기 기기,True,1530.0,1530.0,153.0,,,,,,,
2021Q2,2021-06,전기전자,SOURCE_DEGENERATE,1440,1,10,1,B,전기 기기,True,1440.0,1440.0,144.0,,,,,,,
2021Q3,2021-07,전기전자,SOURCE_DEGENERATE,1620,1,10,1,B,전기 기기,True,1620.0,1620.0,162.0,,,,,,,
2021Q3,2021-08,전기전자,SOURCE_DEGENERATE,1674,1,10,1,B,전기 기기,True,1674.0,1674.0,167.4,,,,,,,
2021Q3,2021-09,전기전자,SOURCE_DEGENERATE,1710,1,10,1,B,전기 기기,True,1710.0,1710.0,171.0,,,,,,,
2021Q4,2021-10,전기전자,SOURCE_DEGENERATE,1854,1,10,1,B,전기 기기,True,1854.0,1854.0,185.4,,,,,,,
2021Q4,2021-11,전기전자,SOURCE_DEGENERATE,1908,1,10,1,B,전기 기기,True,1908.0,1908.0,190.8,,,,,,,
2021Q4,2021-12,전기전자,SOURCE_DEGENERATE,2034,1,10,1,B,전기 기기,True,2034.0,2034.0,203.4,,,,,,,
2022Q1,2022-01,전기전자,SOURCE_DEGENERATE,1998,1,10,1,B,전기 기기,True,1998.0,1998.0,199.8,SOURCE_DEGENERATE,1998.0,1.0,10.0,,,
2022Q1,2022-02,전기전자,COMPLETE,89446654,724,722915,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,60195498.0,123545.10220994476,123.73052710207978,SOURCE_DEGENERATE,1620.0,1.0,10.0,,,
2022Q1,2022-03,전기전자,COMPLETE,96407112,724,722169,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65996408.0,133158.9944751381,133.496608134661,SOURCE_DEGENERATE,1710.0,1.0,10.0,,,
2022Q2,2022-04,전기전자,COMPLETE,94384371,725,723259,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65077097.0,130185.33931034483,130.49871622752016,SOURCE_DEGENERATE,1530.0,1.0,10.0,,,
2022Q2,2022-05,전기전자,COMPLETE,97292309,724,724199,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67815201.0,134381.64226519337,134.3447160241867,SOURCE_DEGENERATE,1530.0,1.0,10.0,,,
2022Q2,2022-06,전기전자,COMPLETE,100348516,724,724444,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,69253276.0,138602.9226519337,138.51797516440195,SOURCE_DEGENERATE,1440.0,1.0,10.0,,,
2022Q3,2022-07,전기전자,COMPLETE,108410762,722,724869,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,73080622.0,150153.40997229918,149.5591093011289,SOURCE_DEGENERATE,1620.0,1.0,10.0,,,
2022Q3,2022-08,전기전자,COMPLETE,96897792,720,725994,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,63181237.0,134580.26666666666,133.46913610856288,SOURCE_DEGENERATE,1674.0,1.0,10.0,,,
2022Q3,2022-09,전기전자,COMPLETE,96130838,723,725052,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,64858791.0,132961.04840940525,132.58474978346382,SOURCE_DEGENERATE,1710.0,1.0,10.0,,,
2022Q4,2022-10,전기전자,COMPLETE,94858683,725,766824,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,64972436.0,130839.56275862068,123.70333088166255,SOURCE_DEGENERATE,1854.0,1.0,10.0,,,
2022Q4,2022-11,전기전자,COMPLETE,96830761,726,773934,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66953520.0,133375.70385674931,125.11501109913765,SOURCE_DEGENERATE,1908.0,1.0,10.0,,,
2022Q4,2022-12,전기전자,COMPLETE,99757211,724,773645,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,69090291.0,137786.20303867402,128.94442670733994,SOURCE_DEGENERATE,2034.0,1.0,10.0,,,
2023Q1,2023-01,전기전자,COMPLETE,98997286,725,773191,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67743969.0,136547.98068965517,128.03729738188883,SOURCE_DEGENERATE,1998.0,1.0,10.0,,,
2023Q1,2023-02,전기전자,COMPLETE,99320370,725,771496,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67949501.0,136993.61379310346,128.73737517757706,COMPLETE,89446654.0,724.0,722915.0,11.038664453563563,0.13812154696133394,6.720153821680275
2023Q1,2023-03,전기전자,COMPLETE,101647236,728,771649,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,71948441.0,139625.32417582418,131.72729570050632,COMPLETE,96407112.0,724.0,722169.0,5.4354122753931255,0.5524861878453136,6.851581831953468
2023Q2,2023-04,전기전자,COMPLETE,94055526,726,769539,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65183029.0,129553.06611570247,122.22320896016966,COMPLETE,94384371.0,725.0,723259.0,-0.3484104375712782,0.13793103448276334,6.398814256027241
2023Q2,2023-05,전기전자,COMPLETE,97706015,731,769723,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67660707.0,133660.75923392613,126.93659277428374,COMPLETE,97292309.0,724.0,724199.0,0.4252196337533709,0.966850828729271,6.286117489805987
2023Q2,2023-06,전기전자,COMPLETE,100362432,734,770691,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,68663535.0,136733.55858310626,130.22395746155073,COMPLETE,100348516.0,724.0,724444.0,0.013867668954858914,1.3812154696132506,6.383792259995258
2023Q3,2023-07,전기전자,COMPLETE,104311413,731,770193,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,70033829.0,142696.87140902874,135.4354207322061,COMPLETE,108410762.0,722.0,724869.0,-3.781311859056946,1.2465373961218829,6.252716007995929
2023Q3,2023-08,전기전자,COMPLETE,100661503,732,769898,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67158743.0,137515.7144808743,130.74654434743303,COMPLETE,96897792.0,720.0,725994.0,3.884207186062616,1.6666666666666607,6.047432898894489
2023Q3,2023-09,전기전자,COMPLETE,101512419,732,770659,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,69219824.0,138678.1680327869,131.72157724752452,COMPLETE,96130838.0,723.0,725052.0,5.598183800291023,1.2448132780082943,6.290169532668011
2023Q4,2023-10,전기전자,COMPLETE,92847893,732,771510,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65134974.0,126841.38387978142,120.34567666005626,COMPLETE,94858683.0,725.0,766824.0,-2.119774317338985,0.9655172413793212,0.6110919846014307
2023Q4,2023-11,전기전자,COMPLETE,97894032,733,772664,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,68465581.0,133552.56753069576,126.69676858246275,COMPLETE,96830761.0,726.0,773934.0,1.0980715105605832,0.9641873278236845,-0.16409668007866252
2023Q4,2023-12,전기전자,COMPLETE,94856573,732,772986,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66090689.0,129585.48224043715,122.71447736440246,COMPLETE,99757211.0,724.0,773645.0,-4.9125651678453615,1.104972375690605,-0.08518118775406869
2024Q1,2024-01,전기전자,COMPLETE,106241598,735,772841,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,75582906.0,144546.3918367347,137.4688946368011,COMPLETE,98997286.0,725.0,773191.0,7.3176874768061895,1.379310344827589,-0.0452669521502469
2024Q1,2024-02,전기전자,COMPLETE,93726627,739,772031,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,64126868.0,126828.9945872801,121.40267294966135,COMPLETE,99320370.0,725.0,771496.0,-5.632019896824792,1.93103448275862,0.06934579051609546
2024Q1,2024-03,전기전자,COMPLETE,102174672,741,768022,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,72530679.0,137887.54655870446,133.03612656929099,COMPLETE,101647236.0,728.0,771649.0,0.5188886788815461,1.7857142857142794,-0.4700323592721545
2024Q2,2024-04,전기전자,COMPLETE,97274513,739,768483,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,68891023.0,131629.92286874153,126.57991523560052,COMPLETE,94055526.0,726.0,769539.0,3.422432617090454,1.7906336088154173,-0.13722501393691466
2024Q2,2024-05,전기전자,COMPLETE,100000078,741,769598,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,71858824.0,134952.87179487178,129.9380689658757,COMPLETE,97706015.0,731.0,769723.0,2.347924024943593,1.3679890560875485,-0.016239608274659645
2024Q2,2024-06,전기전자,COMPLETE,97542933,743,770078,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67521125.0,131282.5477792732,126.66630263427861,COMPLETE,100362432.0,734.0,770691.0,-2.8093171357186697,1.2261580381471404,-0.07953901109524208
2024Q3,2024-07,전기전자,COMPLETE,112188195,744,770703,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,78180212.0,150790.58467741936,145.56605462804737,COMPLETE,104311413.0,731.0,770193.0,7.551217813529187,1.7783857729138264,0.06621716894337215
2024Q3,2024-08,전기전자,COMPLETE,100040793,744,771053,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65479478.0,134463.4314516129,129.74567636725362,COMPLETE,100661503.0,732.0,769898.0,-0.616630967650067,1.6393442622950838,0.15001987276237472
2024Q3,2024-09,전기전자,COMPLETE,103852390,745,772019,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,70514119.0,139399.1812080537,134.52051050557046,COMPLETE,101512419.0,732.0,770659.0,2.305108107018916,1.775956284153013,0.17647234379927212
2024Q4,2024-10,전기전자,COMPLETE,99990779,742,771811,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,71000743.0,134758.46226415093,129.55345155744087,COMPLETE,92847893.0,732.0,771510.0,7.693105109019549,1.3661202185792254,0.039014400331827126
2024Q4,2024-11,전기전자,COMPLETE,74008306,738,505685,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,45763152.0,100282.25745257453,146.352583129814,COMPLETE,97894032.0,733.0,772664.0,-24.39957320380879,0.6821282401091366,-34.55305281467753
2024Q4,2024-12,전기전자,COMPLETE,109618919,740,1035604,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,84493136.0,148133.67432432433,105.8502275000869,COMPLETE,94856573.0,732.0,772986.0,15.562807650662226,1.0928961748633892,33.97448336709849
2025Q1,2025-01,전기전자,COMPLETE,92511215,738,770275,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66347212.0,125353.94986449865,120.10154165720036,COMPLETE,106241598.0,735.0,772841.0,-12.923735390350588,0.40816326530612734,-0.3320217224500266
2025Q1,2025-02,전기전자,COMPLETE,95735347,736,770400,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,69633704.0,130075.19972826086,124.26706516095535,COMPLETE,93726627.0,739.0,772031.0,2.1431689844125135,-0.4059539918809252,-0.21126094677544893
2025Q1,2025-03,전기전자,COMPLETE,95679842,735,769906,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,69040192.0,130176.65578231293,124.27470626284247,COMPLETE,102174672.0,741.0,768022.0,-6.356594910331593,-0.8097165991902799,0.24530547302030747
2025Q2,2025-04,전기전자,COMPLETE,93987364,735,770124,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,68358685.0,127873.96462585033,122.04185819426482,COMPLETE,97274513.0,739.0,768483.0,-3.379250019992386,-0.5412719891745632,0.21353757988140654
2025Q2,2025-05,전기전자,COMPLETE,92746392,736,772205,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,67511603.0,126014.11956521739,120.10592006008767,COMPLETE,100000078.0,741.0,769598.0,-7.253680342129332,-0.6747638326585648,0.33874828157038905
2025Q2,2025-06,전기전자,COMPLETE,93777724,737,770385,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66225664.0,127242.50203527816,121.72838775417486,COMPLETE,97542933.0,743.0,770078.0,-3.860053090673421,-0.8075370121130576,0.039866091486828736
2025Q3,2025-07,전기전자,COMPLETE,107167609,736,770085,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,74922174.0,145608.16440217392,139.16335079893778,COMPLETE,112188195.0,744.0,770703.0,-4.47514642694804,-1.0752688172043001,-0.0801865309983274
2025Q3,2025-08,전기전자,COMPLETE,96909239,737,769395,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66060931.0,131491.50474898235,125.95511928203328,COMPLETE,100040793.0,744.0,771053.0,-3.1302770660764367,-0.9408602150537626,-0.21503061397855072
2025Q3,2025-09,전기전자,COMPLETE,105491163,734,769023,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,74828070.0,143720.93051771118,137.1755630195716,COMPLETE,103852390.0,745.0,772019.0,1.5779829429057868,-1.4765100671140896,-0.3880733505263523
2025Q4,2025-10,전기전자,COMPLETE,85223424,736,770323,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,59550978.0,115792.69565217392,110.63336288803528,COMPLETE,99990779.0,742.0,771811.0,-14.76871682337828,-0.8086253369272267,-0.19279331338889483
2025Q4,2025-11,전기전자,COMPLETE,87929851,736,769738,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,62582247.0,119469.90625,114.23348074279819,COMPLETE,74008306.0,738.0,505685.0,18.81078726487808,-0.27100271002710175,52.2168939161731
2025Q4,2025-12,전기전자,COMPLETE,92631164,736,770639,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66313515.0,125857.55978260869,120.20046221382515,COMPLETE,109618919.0,740.0,1035604.0,-15.497101371707556,-0.540540540540535,-25.585552006365365
2026Q1,2026-01,전기전자,COMPLETE,96626498,734,770132,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,68664829.0,131643.73024523162,125.46744973588943,COMPLETE,92511215.0,738.0,770275.0,4.448415254301863,-0.5420054200542035,-0.018564798286324624
2026Q1,2026-02,전기전자,COMPLETE,84193188,731,767891,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,57035827.0,115175.35978112175,109.64210805960742,COMPLETE,95735347.0,736.0,770400.0,-12.056319177492513,-0.6793478260869512,-0.3256749740394582
2026Q1,2026-03,전기전자,COMPLETE,92201525,735,767780,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,66095564.0,125444.25170068027,120.08846935320014,COMPLETE,95679842.0,735.0,769906.0,-3.6353707607502117,0.0,-0.27613760640909923
2026Q2,2026-04,전기전자,COMPLETE,88465398,736,769313,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,61763422.0,120197.55163043478,114.99272467773196,COMPLETE,93987364.0,735.0,770124.0,-5.875221694695043,0.13605442176871652,-0.10530771667939254
2026Q2,2026-05,전기전자,COMPLETE,89566108,734,768902,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,62830467.0,122024.67029972751,116.48572639946313,COMPLETE,92746392.0,736.0,772205.0,-3.429011017485184,-0.27173913043477826,-0.4277361581445316
2026Q2,2026-06,전기전자,COMPLETE,94950543,735,768862,4,C,사무 기기|영상. 음향|의료. 광학|전기 기기,True,65989202.0,129184.41224489796,123.49490935954697,COMPLETE,93777724.0,737.0,770385.0,1.250637091597584,-0.27137042062415073,-0.19769336111165048
2021Q1,2021-01,철강,SOURCE_DEGENERATE,1176,1,20,1,C,1차 금속,True,,1176.0,58.8,,,,,,,
2021Q1,2021-02,철강,SOURCE_DEGENERATE,1214,1,20,1,C,1차 금속,True,,1214.0,60.7,,,,,,,
2021Q1,2021-03,철강,SOURCE_DEGENERATE,507,1,20,1,C,1차 금속,True,,507.0,25.35,,,,,,,
2021Q2,2021-04,철강,SOURCE_DEGENERATE,139,1,20,1,C,1차 금속,True,,139.0,6.95,,,,,,,
2021Q2,2021-05,철강,SOURCE_DEGENERATE,530,1,20,1,C,1차 금속,True,,530.0,26.5,,,,,,,
2021Q2,2021-06,철강,SOURCE_DEGENERATE,169,1,20,1,C,1차 금속,True,,169.0,8.45,,,,,,,
2021Q3,2021-07,철강,SOURCE_DEGENERATE,135,1,20,1,C,1차 금속,True,,135.0,6.75,,,,,,,
2021Q3,2021-08,철강,SOURCE_DEGENERATE,142,1,20,1,C,1차 금속,True,,142.0,7.1,,,,,,,
2021Q3,2021-09,철강,SOURCE_DEGENERATE,142,1,20,1,C,1차 금속,True,,142.0,7.1,,,,,,,
2021Q4,2021-10,철강,SOURCE_DEGENERATE,49,1,20,1,C,1차 금속,True,,49.0,2.45,,,,,,,
2021Q4,2021-11,철강,SOURCE_DEGENERATE,24,1,20,1,C,1차 금속,True,,24.0,1.2,,,,,,,
2021Q4,2021-12,철강,SOURCE_DEGENERATE,16,1,20,1,C,1차 금속,True,,16.0,0.8,,,,,,,
2022Q1,2022-01,철강,SOURCE_DEGENERATE,18,1,20,1,C,1차 금속,True,,18.0,0.9,SOURCE_DEGENERATE,1176.0,1.0,20.0,,,
2022Q1,2022-02,철강,COMPLETE,125939745,269,856151,1,C,1차 금속,True,,468177.4907063197,147.09992162597484,SOURCE_DEGENERATE,1214.0,1.0,20.0,,,
2022Q1,2022-03,철강,COMPLETE,171663650,268,850051,1,C,1차 금속,True,,640536.0074626865,201.94511858700244,SOURCE_DEGENERATE,507.0,1.0,20.0,,,
2022Q2,2022-04,철강,COMPLETE,167090404,267,850291,1,C,1차 금속,True,,625806.7565543071,196.50967021878392,SOURCE_DEGENERATE,139.0,1.0,20.0,,,
