wanted_auth_no,kicox_industry,industrial_complex_match_status,priority_industry,posting_activity_status,job_relevance_class,detail_collection_status,detail_needed,detail_priority,duplicate_group_id,repost_candidate,reason,http_collection_authorized
K131132608310003,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608310041,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132608310044,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609010013,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609020029,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609020043,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609020044,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609020051,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609020071,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609030028,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609030029,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609030057,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609030062,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609040011,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609040023,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609040040,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609040042,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609070038,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609070054,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609070062,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609070064,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080011,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080020,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080027,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080028,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080038,기계,POSSIBLE,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609080091,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090003,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090018,기계,UNKNOWN,True,EXPIRED,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090019,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090022,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090029,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090034,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090041,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090042,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090045,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090046,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090047,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609090053,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110002,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110003,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110009,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110025,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110026,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110027,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110034,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110035,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110037,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609110048,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140002,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140004,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140008,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140014,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140015,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140017,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140034,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140049,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140058,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140072,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609140083,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609150015,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609150024,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609150027,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609160023,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609160044,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170003,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170004,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170035,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170036,기계,POSSIBLE,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609170054,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609180015,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609180016,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
K131132609180021,기계,UNKNOWN,True,ACTIVE,UNKNOWN,NOT_REQUESTED,False,P4,,False,PRIORITY_INDUSTRY_OFFICIAL_COMPLEX_UNCONFIRMED,False
